p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cluster,Identity
3.57E-33,-1.4645554,0.101,0.386,4.93E-29,pdm3,1,1
7.22E-32,0.595374058,0.948,0.885,9.98E-28,bru3,1,1
2.77E-31,0.925950649,0.845,0.761,3.83E-27,heph,1,1
5.15E-28,-0.953174907,0.204,0.502,7.12E-24,rut,1,1
4.74E-27,1.284251757,0.421,0.247,6.55E-23,zfh2,1,1
1.99E-26,0.760678733,0.819,0.714,2.75E-22,Myo81F,1,1
1.00E-24,1.666236855,0.225,0.096,1.38E-20,CG9650,1,1
6.16E-24,-0.53781302,0.687,0.853,8.51E-20,cpx,1,1
2.90E-23,-0.95659034,0.078,0.302,4.00E-19,lncRNA:CR44024,1,1
8.51E-22,-1.663439154,0.091,0.293,1.17E-17,CG14989,1,1
3.47E-21,-1.776001377,0.041,0.221,4.79E-17,Gad1,1,1
2.45E-20,1.004168744,0.658,0.584,3.39E-16,jeb,1,1
3.51E-20,0.81500956,0.645,0.514,4.85E-16,lovit,1,1
5.42E-20,-0.539170595,0.194,0.459,7.49E-16,su(w[a]),1,1
3.67E-19,-0.526201047,0.359,0.625,5.07E-15,Gfrl,1,1
7.76E-19,-0.606302877,0.264,0.54,1.07E-14,mask,1,1
1.15E-18,-0.64860889,0.148,0.375,1.58E-14,Mical,1,1
1.41E-18,-0.736699936,0.111,0.317,1.95E-14,CG11030,1,1
4.53E-18,-1.20111509,0.033,0.192,6.26E-14,zld,1,1
7.46E-18,-0.392578614,0.103,0.31,1.03E-13,Mhcl,1,1
1.24E-17,-0.604045957,0.078,0.265,1.72E-13,Mnn1,1,1
1.29E-17,-0.467620895,0.245,0.509,1.78E-13,Bacc,1,1
2.14E-17,0.455440971,0.748,0.582,2.95E-13,mamo,1,1
1.08E-16,-0.775677989,0.107,0.296,1.49E-12,Rgk1,1,1
1.36E-16,-0.590512489,0.303,0.552,1.88E-12,CG11319,1,1
1.50E-16,-0.680936893,0.064,0.235,2.07E-12,RanBPM,1,1
1.55E-16,-0.530498795,0.126,0.329,2.15E-12,E(Pc),1,1
1.64E-16,-0.47408907,0.043,0.203,2.27E-12,28SrRNA-Psi:CR45859,1,1
2.21E-16,-0.509758645,0.175,0.406,3.06E-12,CG3638,1,1
2.23E-16,-0.443719091,0.163,0.386,3.08E-12,Teh2,1,1
2.27E-16,-0.462406162,0.249,0.499,3.14E-12,Ggamma1,1,1
3.71E-16,-0.643720034,0.299,0.548,5.12E-12,Pka-C1,1,1
3.91E-16,-0.450657302,0.225,0.467,5.41E-12,scrib,1,1
4.96E-16,-0.421953036,0.761,0.886,6.85E-12,brp,1,1
6.43E-16,-0.410604105,0.056,0.219,8.88E-12,bbc,1,1
6.62E-16,-0.477291042,0.231,0.471,9.14E-12,norpA,1,1
9.91E-16,-0.484716984,0.076,0.25,1.37E-11,HERC2,1,1
1.65E-15,-0.498037591,0.109,0.294,2.28E-11,rgn,1,1
1.82E-15,-0.490729376,0.229,0.462,2.51E-11,jus,1,1
2.19E-15,-0.728728133,0.091,0.266,3.03E-11,CG10543,1,1
2.28E-15,-0.627415953,0.155,0.352,3.14E-11,ab,1,1
3.52E-15,-0.493509169,0.064,0.225,4.86E-11,CG3556,1,1
5.24E-15,-0.338910879,0.184,0.407,7.23E-11,Ptpmeg2,1,1
6.95E-15,-0.589043895,0.012,0.135,9.60E-11,28SrRNA-Psi:CR40596,1,1
8.02E-15,-0.733245341,0.138,0.319,1.11E-10,toy,1,1
8.63E-15,-0.430755718,0.07,0.232,1.19E-10,glo,1,1
9.95E-15,-0.441135145,0.066,0.224,1.37E-10,BicD,1,1
1.33E-14,-0.374934734,0.206,0.433,1.83E-10,kcc,1,1
1.50E-14,-0.414922712,0.252,0.483,2.07E-10,Pka-R2,1,1
1.87E-14,-0.411697149,0.379,0.629,2.58E-10,chinmo,1,1
2.12E-14,-0.411034892,0.188,0.4,2.93E-10,CG43066,1,1
2.36E-14,-0.596478546,0.049,0.194,3.26E-10,CG43078,1,1
3.28E-14,-1.334026175,0.031,0.159,4.53E-10,bab1,1,1
3.59E-14,-0.530056269,0.423,0.659,4.95E-10,lncRNA:CR31451,1,1
3.71E-14,-0.613301556,0.095,0.261,5.13E-10,CG8910,1,1
4.07E-14,-0.50303326,0.097,0.266,5.62E-10,Ncoa6,1,1
4.45E-14,-0.279469767,0.146,0.342,6.15E-10,cindr,1,1
7.66E-14,-0.299746613,0.138,0.33,1.06E-09,Argk,1,1
7.67E-14,-0.385626353,0.097,0.266,1.06E-09,BtbVII,1,1
8.23E-14,-0.630371186,0.037,0.169,1.14E-09,Smurf,1,1
1.02E-13,-0.375856194,0.179,0.388,1.40E-09,HDAC4,1,1
1.28E-13,-0.433585521,0.072,0.226,1.77E-09,Atx2,1,1
1.28E-13,0.344968662,0.979,0.963,1.77E-09,IA-2,1,1
1.69E-13,-0.288650761,0.891,0.954,2.33E-09,Atpalpha,1,1
1.70E-13,-0.417115354,0.664,0.84,2.35E-09,Syt1,1,1
1.99E-13,-0.25820063,0.148,0.342,2.74E-09,CG32486,1,1
2.07E-13,-0.252765908,0.194,0.41,2.86E-09,onecut,1,1
2.15E-13,-0.342401262,0.394,0.637,2.97E-09,CG42795,1,1
2.58E-13,-0.543654092,0.089,0.245,3.57E-09,lncRNA:CR46006,1,1
2.84E-13,-0.384122437,0.052,0.19,3.92E-09,Pi4KIIIalpha,1,1
3.59E-13,-0.334743166,0.074,0.226,4.97E-09,Ubr3,1,1
4.05E-13,-0.304992613,0.136,0.322,5.60E-09,EndoA,1,1
4.28E-13,-0.353636676,0.2,0.409,5.92E-09,CG10082,1,1
5.53E-13,-0.95749337,0.076,0.216,7.64E-09,CG14459,1,1
6.17E-13,-0.500522158,0.165,0.35,8.53E-09,Dscam3,1,1
6.79E-13,-0.277531247,0.113,0.285,9.38E-09,Blimp-1,1,1
7.29E-13,-0.284180332,0.128,0.304,1.01E-08,Jupiter,1,1
7.81E-13,-0.379755105,0.082,0.235,1.08E-08,CG31224,1,1
8.11E-13,-0.480821138,0.041,0.169,1.12E-08,lolal,1,1
9.37E-13,-0.331054351,0.266,0.499,1.29E-08,upSET,1,1
1.07E-12,-0.972156518,0.031,0.149,1.48E-08,Ptip,1,1
1.11E-12,-0.325364801,0.392,0.635,1.54E-08,Dscam2,1,1
1.13E-12,-0.290654371,0.099,0.26,1.56E-08,egh,1,1
1.23E-12,-0.379067973,0.113,0.279,1.70E-08,CG11122,1,1
1.23E-12,-0.363306537,0.184,0.375,1.70E-08,Bx,1,1
1.42E-12,-0.831222779,0.037,0.158,1.96E-08,bab2,1,1
1.62E-12,-0.320350416,0.093,0.248,2.24E-08,dom,1,1
1.77E-12,-0.409882355,0.068,0.209,2.44E-08,CG1513,1,1
1.98E-12,-0.326575767,0.138,0.316,2.73E-08,CG30389,1,1
2.07E-12,-0.311635363,0.132,0.305,2.86E-08,OtopLc,1,1
2.80E-12,-0.274263451,0.365,0.615,3.87E-08,Pdp1,1,1
3.12E-12,-0.277798324,0.08,0.227,4.31E-08,Tusp,1,1
3.19E-12,-0.293273552,0.095,0.251,4.41E-08,Unc-76,1,1
3.31E-12,-0.303953425,0.099,0.256,4.57E-08,CG11537,1,1
3.51E-12,-0.424339367,0.332,0.556,4.84E-08,Nhe2,1,1
4.34E-12,-0.643370709,0.016,0.121,5.99E-08,CG8188,1,1
4.45E-12,-0.592938194,0.087,0.229,6.14E-08,Dop1R2,1,1
5.30E-12,-0.283159546,0.171,0.362,7.32E-08,Efa6,1,1
5.48E-12,-0.516261178,0.126,0.287,7.57E-08,pyd,1,1
5.60E-12,-0.367289065,0.427,0.673,7.74E-08,stnB,1,1
7.98E-12,-0.318231503,0.08,0.223,1.10E-07,Pzl,1,1
8.07E-12,-0.268393336,0.087,0.235,1.11E-07,mei-W68,1,1
8.29E-12,-0.306327951,0.146,0.322,1.15E-07,CG15894,1,1
8.32E-12,-0.527319276,0.043,0.164,1.15E-07,ash1,1,1
8.57E-12,-0.357616653,0.076,0.216,1.18E-07,tipE,1,1
8.69E-12,-0.282582066,0.095,0.246,1.20E-07,rno,1,1
8.93E-12,-0.328894053,0.311,0.536,1.23E-07,nwk,1,1
9.25E-12,-0.344737013,0.095,0.244,1.28E-07,CG9170,1,1
1.04E-11,-0.255683078,0.179,0.375,1.43E-07,CtBP,1,1
1.13E-11,-0.320311664,0.087,0.231,1.57E-07,DAAM,1,1
1.48E-11,-0.279503721,0.14,0.312,2.05E-07,alpha-Spec,1,1
1.51E-11,-0.44025066,0.188,0.377,2.09E-07,Patronin,1,1
1.76E-11,-0.253979045,0.062,0.193,2.43E-07,UBL3,1,1
1.88E-11,-0.441782423,0.037,0.151,2.60E-07,mt:lrRNA,1,1
1.95E-11,-0.268744441,0.138,0.307,2.70E-07,CG8500,1,1
1.96E-11,-0.300793097,0.099,0.249,2.71E-07,flfl,1,1
2.02E-11,-0.331697432,0.359,0.592,2.79E-07,scrt,1,1
2.08E-11,-0.277875493,0.08,0.22,2.87E-07,eIF5B,1,1
2.09E-11,-0.430426187,0.019,0.12,2.88E-07,28SrRNA-Psi:CR45851,1,1
2.13E-11,-0.34126982,0.095,0.241,2.95E-07,vib,1,1
2.35E-11,-0.399965443,0.072,0.205,3.25E-07,corn,1,1
2.40E-11,-0.314568166,0.072,0.205,3.32E-07,FoxK,1,1
2.46E-11,-0.308674235,0.054,0.177,3.41E-07,unk,1,1
2.49E-11,-0.26283993,0.111,0.268,3.45E-07,CG42258,1,1
3.02E-11,-0.29739128,0.911,0.957,4.17E-07,para,1,1
3.55E-11,-0.290439768,0.097,0.242,4.91E-07,GramD1B,1,1
3.76E-11,-0.289670851,0.128,0.288,5.19E-07,wech,1,1
5.16E-11,-0.282585829,0.095,0.238,7.12E-07,Smox,1,1
6.49E-11,-0.442518671,0.202,0.38,8.96E-07,Dgk,1,1
7.03E-11,-0.258267697,0.074,0.206,9.71E-07,Vha26,1,1
7.95E-11,-0.330041372,0.105,0.251,1.10E-06,GlyT,1,1
8.71E-11,-0.265486158,0.068,0.196,1.20E-06,Apc,1,1
9.94E-11,-0.322732342,0.097,0.238,1.37E-06,His3.3B,1,1
1.06E-10,-0.616205607,0.682,0.816,1.46E-06,mub,1,1
1.16E-10,-0.264826611,0.107,0.253,1.60E-06,ewg,1,1
1.21E-10,-0.280023176,0.303,0.526,1.67E-06,unc79,1,1
1.27E-10,-0.28460054,0.064,0.187,1.75E-06,CG1578,1,1
1.33E-10,-0.468343778,0.021,0.116,1.83E-06,porin,1,1
1.39E-10,-0.318044078,0.167,0.338,1.92E-06,sno,1,1
1.41E-10,-0.30766731,0.058,0.177,1.94E-06,CG6051,1,1
1.45E-10,-0.913663296,0.115,0.253,2.00E-06,DIP-lambda,1,1
1.72E-10,-0.352193728,0.06,0.18,2.37E-06,lt,1,1
1.74E-10,-0.339281113,0.068,0.191,2.40E-06,dock,1,1
1.86E-10,-0.314197552,0.068,0.192,2.57E-06,Trf4-1,1,1
1.90E-10,-0.459317589,0.068,0.19,2.63E-06,mAChR-B,1,1
2.57E-10,-0.25005928,0.085,0.217,3.55E-06,sws,1,1
2.70E-10,-0.250950811,0.103,0.244,3.73E-06,Slik,1,1
2.72E-10,-0.260648261,0.367,0.603,3.76E-06,AGO1,1,1
2.73E-10,-0.421521017,0.505,0.719,3.78E-06,Tomosyn,1,1
2.97E-10,-0.254900046,0.173,0.347,4.11E-06,tyf,1,1
3.05E-10,0.405161222,0.761,0.724,4.21E-06,Ca-alpha1T,1,1
3.45E-10,-0.589036125,0.068,0.188,4.77E-06,velo,1,1
4.26E-10,-0.298066664,0.056,0.169,5.89E-06,cdc14,1,1
4.39E-10,-0.281861465,0.07,0.192,6.06E-06,CNBP,1,1
4.67E-10,-0.253147006,0.142,0.296,6.45E-06,Ccn,1,1
5.17E-10,-0.296371767,0.056,0.169,7.15E-06,Chd1,1,1
5.23E-10,-0.270003442,0.291,0.509,7.23E-06,CycG,1,1
6.69E-10,-0.34503078,0.388,0.606,9.24E-06,CG32432,1,1
6.91E-10,-0.332331619,0.06,0.174,9.55E-06,ssp3,1,1
7.17E-10,-0.278138029,0.07,0.19,9.90E-06,Liprin-alpha,1,1
7.18E-10,-0.386851061,0.031,0.128,9.92E-06,Mad,1,1
8.04E-10,-0.36354989,0.06,0.173,1.11E-05,JIL-1,1,1
8.08E-10,-0.28537719,0.111,0.25,1.12E-05,DCP2,1,1
8.42E-10,-0.264080094,0.045,0.151,1.16E-05,Usp15-31,1,1
8.53E-10,0.323603375,0.992,0.985,1.18E-05,lncRNA:Hsromega,1,1
8.92E-10,-0.341573332,0.07,0.188,1.23E-05,CG17724,1,1
1.04E-09,-0.381242519,0.165,0.318,1.44E-05,CG32700,1,1
1.14E-09,-0.303819989,0.462,0.677,1.58E-05,Ih,1,1
1.20E-09,-0.326367322,0.062,0.175,1.65E-05,CG14042,1,1
1.27E-09,-0.312753187,0.128,0.271,1.76E-05,Cda5,1,1
1.31E-09,-0.851986677,0.027,0.117,1.81E-05,ey,1,1
1.51E-09,-0.531342915,0.016,0.1,2.08E-05,lncRNA:CR46004,1,1
1.60E-09,-0.377028489,0.266,0.465,2.21E-05,dikar,1,1
1.91E-09,-0.282558378,0.054,0.16,2.63E-05,chk,1,1
1.93E-09,-0.289756852,0.421,0.645,2.66E-05,CG4467,1,1
1.96E-09,-0.441642568,0.326,0.54,2.70E-05,ctrip,1,1
1.98E-09,-0.462647052,0.384,0.612,2.74E-05,cic,1,1
2.03E-09,-0.266517934,0.289,0.502,2.80E-05,CG43347,1,1
2.19E-09,-0.283718201,0.058,0.167,3.03E-05,mip130,1,1
2.36E-09,-0.268529485,0.082,0.203,3.26E-05,CG34126,1,1
2.47E-09,-0.304740441,0.056,0.163,3.42E-05,CG32815,1,1
2.62E-09,-0.272386158,0.363,0.592,3.61E-05,fs(1)h,1,1
2.69E-09,-0.610501198,0.027,0.115,3.72E-05,Dif,1,1
2.95E-09,-0.420989163,0.12,0.252,4.08E-05,kek3,1,1
3.34E-09,-0.499312869,0.019,0.101,4.61E-05,foi,1,1
3.81E-09,-0.336188042,0.019,0.101,5.26E-05,CG14767,1,1
4.39E-09,-0.395234778,0.332,0.542,6.06E-05,nocte,1,1
5.13E-09,0.727543349,0.565,0.557,7.08E-05,CG2269,1,1
7.01E-09,-0.283438036,0.052,0.152,9.69E-05,Nelf-A,1,1
7.46E-09,-0.282604932,0.041,0.136,1.03E-04,snRNP-U1-70K,1,1
7.96E-09,-0.502933251,0.031,0.118,1.10E-04,fok,1,1
7.99E-09,-0.252376265,0.07,0.18,1.10E-04,Baldspot,1,1
8.45E-09,-0.26435621,0.089,0.207,1.17E-04,CG13784,1,1
8.68E-09,-0.348987061,0.049,0.148,1.20E-04,woc,1,1
9.80E-09,-0.269394904,0.344,0.56,1.35E-04,osa,1,1
1.02E-08,-0.263641776,0.635,0.801,1.41E-04,Srrm234,1,1
1.21E-08,-0.292183165,0.062,0.166,1.67E-04,stmA,1,1
1.31E-08,-0.440843588,0.029,0.113,1.80E-04,Msr-110,1,1
1.41E-08,-0.256184402,0.39,0.61,1.95E-04,Rbp,1,1
1.43E-08,-0.356061154,0.029,0.113,1.98E-04,CG42797,1,1
1.82E-08,-0.257914051,0.064,0.167,2.51E-04,dpr15,1,1
1.82E-08,-0.255529979,0.047,0.142,2.52E-04,CG10600,1,1
1.97E-08,-0.288711213,0.045,0.138,2.72E-04,Daxx,1,1
2.06E-08,-0.26610303,0.548,0.738,2.84E-04,nAChRbeta1,1,1
2.71E-08,-0.26093467,0.384,0.601,3.74E-04,CG11873,1,1
2.75E-08,-0.259991539,0.099,0.216,3.80E-04,Mrtf,1,1
2.81E-08,-0.329817783,0.033,0.117,3.88E-04,Crag,1,1
3.78E-08,-0.253583363,0.062,0.161,5.22E-04,wapl,1,1
4.08E-08,-0.259155216,0.037,0.123,5.64E-04,MRP,1,1
4.72E-08,-0.269908432,0.241,0.402,6.51E-04,Dop1R1,1,1
5.05E-08,-0.253892406,0.039,0.125,6.97E-04,Bsg25D,1,1
5.70E-08,-0.264630485,0.039,0.124,7.88E-04,Aef1,1,1
7.26E-08,-0.310738854,0.033,0.114,0.0010035,CG31510,1,1
7.41E-08,-0.308585106,0.066,0.163,0.001023809,Pxn,1,1
7.53E-08,-0.25753689,0.037,0.12,0.001039762,CG14982,1,1
8.44E-08,-0.265897636,0.429,0.622,0.001165807,SLO2,1,1
8.51E-08,-0.292333309,0.037,0.119,0.001175485,Ca-Ma2d,1,1
9.69E-08,0.450218074,0.701,0.685,0.001338339,Cngl,1,1
1.01E-07,-0.268098581,0.637,0.805,0.001389924,Fas1,1,1
1.04E-07,-0.333971894,0.043,0.128,0.001442954,Spt20,1,1
1.19E-07,-0.336855097,0.027,0.102,0.00164213,Bre1,1,1
1.36E-07,-0.255192301,0.029,0.105,0.001884756,Arp2,1,1
1.77E-07,-0.303653297,0.456,0.647,0.002447133,nAChRalpha7,1,1
2.24E-07,-0.29694531,0.035,0.112,0.00309475,CG17124,1,1
3.14E-07,-0.262451968,0.53,0.719,0.004334039,bol,1,1
3.50E-07,0.458131863,0.728,0.748,0.004840421,CadN,1,1
3.54E-07,-0.269952412,0.049,0.131,0.004894892,sr,1,1
3.80E-07,-0.28215585,0.035,0.11,0.005242807,CG8229,1,1
4.06E-07,-0.284355785,0.614,0.785,0.005603965,Glut4EF,1,1
4.99E-07,-0.259268439,0.033,0.106,0.006887735,Syt12,1,1
5.24E-07,0.512246725,0.627,0.593,0.007236684,rad,1,1
1.16E-06,-0.330463158,0.637,0.771,0.016049474,GluClalpha,1,1
2.16E-06,0.481458643,0.604,0.637,0.029774169,Cirl,1,1
2.69E-06,0.919564288,0.118,0.067,0.03710839,lov,1,1
3.03E-06,-0.285875536,0.039,0.108,0.041807728,Ubi-p63E,1,1
3.95E-06,-0.426789579,0.058,0.134,0.054562427,Hr38,1,1
4.18E-06,0.799265335,0.386,0.343,0.057763057,bma,1,1
4.34E-06,-0.301079852,0.035,0.1,0.059949767,Sirt1,1,1
5.17E-06,-0.273881963,0.043,0.112,0.071417956,CG14322,1,1
5.18E-06,-1.070483662,0.181,0.275,0.071582432,br,1,1
6.74E-06,-0.403397672,0.47,0.661,0.093133543,X11Lbeta,1,1
7.53E-06,0.433596429,0.606,0.589,0.104012847,Fife,1,1
1.09E-05,-0.327092501,0.085,0.165,0.150888917,sNPF,1,1
2.14E-05,0.817598086,0.468,0.461,0.295877069,CG34353,1,1
2.31E-05,0.250695812,0.849,0.826,0.318708315,nAChRalpha6,1,1
2.48E-05,-0.428009346,0.041,0.101,0.343122299,acj6,1,1
5.24E-05,0.564581179,0.511,0.509,0.724327598,Con,1,1
1.10E-04,0.264221802,0.196,0.322,1,MED26,1,1
1.16E-04,0.290276054,0.099,0.181,1,Nedd4,1,1
1.44E-04,0.305401764,0.173,0.288,1,CG3198,1,1
1.58E-04,0.822914777,0.427,0.417,1,side-VIII,1,1
2.33E-04,0.270228026,0.849,0.899,1,shep,1,1
3.06E-04,0.874990405,0.101,0.064,1,Dh44,1,1
3.29E-04,0.324713339,0.14,0.234,1,shn,1,1
3.39E-04,0.273789135,0.074,0.139,1,Pak3,1,1
3.63E-04,0.365252989,0.157,0.256,1,CG12071,1,1
4.09E-04,0.587262097,0.54,0.567,1,CG31221,1,1
4.60E-04,0.291857065,0.148,0.242,1,CG6191,1,1
4.80E-04,0.354090033,0.621,0.614,1,CG13739,1,1
5.16E-04,0.273830748,0.122,0.203,1,Dmtn,1,1
5.45E-04,0.292270227,0.113,0.191,1,dpr2,1,1
7.06E-04,0.295624496,0.128,0.208,1,Drl-2,1,1
9.59E-04,0.349209419,0.124,0.203,1,gus,1,1
0.001011852,0.272037696,0.082,0.144,1,PhKgamma,1,1
0.001074152,0.299123816,0.076,0.135,1,CG4393,1,1
0.001191328,0.288619987,0.151,0.239,1,lncRNA:CR46481,1,1
0.001291387,0.2780569,0.085,0.145,1,CG13995,1,1
0.001300565,0.300255241,0.167,0.26,1,ssx,1,1
0.001312572,0.252267798,0.221,0.338,1,sli,1,1
0.001353546,0.28632699,0.085,0.145,1,CG9795,1,1
0.001386708,0.337019132,0.091,0.154,1,CG2082,1,1
0.001491629,0.275225125,0.175,0.27,1,gce,1,1
0.001609265,0.253913702,0.161,0.251,1,CG14073,1,1
0.001700272,0.257231082,0.076,0.133,1,CG9776,1,1
0.001756612,0.257545303,0.099,0.164,1,scaf6,1,1
0.001784372,0.397484078,0.579,0.625,1,pre-rRNA:CR45845,1,1
0.001890857,0.335822705,0.155,0.243,1,Nmdar1,1,1
0.002031097,0.817071849,0.128,0.093,1,Gyc88E,1,1
0.002117355,0.535021423,0.449,0.468,1,Dscam4,1,1
0.002519994,0.405861176,0.608,0.661,1,Ptp99A,1,1
0.002653471,0.268260489,0.093,0.152,1,fid,1,1
0.002680766,0.261046206,0.151,0.231,1,Myc,1,1
0.002684151,0.286631456,0.247,0.368,1,jing,1,1
0.003021737,0.254936807,0.091,0.149,1,Tsp96F,1,1
0.003059309,0.91042293,0.254,0.232,1,Sytbeta,1,1
0.003143299,0.269978063,0.214,0.321,1,SP2353,1,1
0.003190812,0.268959723,0.118,0.186,1,Pal2,1,1
0.00322745,0.316749532,0.082,0.137,1,Dp1,1,1
0.003307311,0.531767249,0.361,0.335,1,Eip93F,1,1
0.003501539,0.25322645,0.247,0.368,1,igl,1,1
0.004310665,0.345872378,0.136,0.21,1,Eaat2,1,1
0.00450376,0.280642909,0.165,0.249,1,FoxP,1,1
0.004621908,0.308174971,0.19,0.284,1,tkv,1,1
0.004940741,0.30933538,0.128,0.197,1,Lrch,1,1
0.005630586,0.386252093,0.078,0.129,1,sca,1,1
0.007193305,0.287677344,0.095,0.149,1,lncRNA:CR45668,1,1
0.007211003,0.371964713,0.2,0.294,1,CkIIbeta,1,1
0.007293611,0.26358982,0.239,0.346,1,Drak,1,1
0.007566669,0.38376682,0.074,0.122,1,Oatp30B,1,1
0.007948584,0.261499367,0.109,0.166,1,MYPT-75D,1,1
0.008144823,0.308549573,0.07,0.115,1,sowah,1,1
0.008477299,0.294685375,0.13,0.195,1,CG5758,1,1
0.00862269,0.927013577,0.186,0.16,1,Oct-TyrR,1,1
0.008943857,0.306033041,0.064,0.106,1,Mtor,1,1
0.009826547,0.255519166,0.216,0.308,1,CG4168,1,1
1.24E-98,-2.144893956,0.429,0.889,1.71E-94,pros,2,2
1.16E-42,-0.98629611,0.198,0.602,1.61E-38,rad,2,2
3.32E-36,-1.156298477,0.097,0.436,4.59E-32,dati,2,2
6.85E-32,-0.742043522,0.384,0.77,9.46E-28,heph,2,2
2.57E-31,-0.583810903,0.103,0.428,3.55E-27,NFAT,2,2
3.14E-31,-0.732586468,0.499,0.855,4.34E-27,jim,2,2
2.93E-29,-0.910032958,0.065,0.344,4.05E-25,jdp,2,2
2.27E-28,0.821453928,0.726,0.583,3.13E-24,mamo,2,2
6.71E-28,-0.430912004,0.115,0.426,9.27E-24,hfp,2,2
8.94E-27,-0.280998812,0.139,0.461,1.24E-22,Galphaq,2,2
1.27E-26,-0.638647728,0.162,0.484,1.76E-22,Pka-R2,2,2
2.37E-26,-0.414406357,0.173,0.51,3.28E-22,Bacc,2,2
5.89E-26,-0.506655063,0.085,0.361,8.14E-22,CG42324,2,2
6.46E-26,-0.311482201,0.11,0.406,8.93E-22,CG12531,2,2
1.49E-25,-0.632390295,0.389,0.731,2.06E-21,Ca-alpha1T,2,2
4.50E-25,-0.293852345,0.148,0.466,6.22E-21,brat,2,2
4.94E-25,-0.561392781,0.187,0.506,6.83E-21,CG34354,2,2
7.29E-25,-1.05227975,0.119,0.385,1.01E-20,pdm3,2,2
8.81E-25,-0.318311976,0.139,0.448,1.22E-20,trx,2,2
9.22E-25,-0.437116688,0.236,0.603,1.27E-20,CG11873,2,2
1.06E-24,-0.498160186,0.245,0.593,1.46E-20,jeb,2,2
1.59E-24,-0.951320093,0.065,0.309,2.20E-20,btsz,2,2
2.46E-24,-0.318438295,0.164,0.486,3.40E-20,CG32767,2,2
2.53E-24,-0.719002086,0.07,0.317,3.49E-20,CG11030,2,2
2.63E-24,-0.34238604,0.126,0.419,3.63E-20,Gug,2,2
3.57E-24,-0.512222981,0.303,0.661,4.93E-20,lncRNA:CR31451,2,2
3.84E-24,-0.781937799,0.09,0.349,5.30E-20,bma,2,2
5.23E-24,-0.296443648,0.236,0.605,7.23E-20,AGO1,2,2
1.47E-23,-0.340911162,0.117,0.398,2.03E-19,Rab26,2,2
2.02E-23,-0.343825594,0.126,0.413,2.79E-19,seq,2,2
4.20E-23,-0.376194034,0.11,0.384,5.81E-19,GABA-B-R1,2,2
4.52E-23,-0.333383376,0.211,0.562,6.25E-19,osa,2,2
8.45E-23,-0.436650642,0.193,0.514,1.17E-18,Mef2,2,2
1.54E-22,-0.442477647,0.202,0.515,2.12E-18,Con,2,2
1.57E-22,-0.297248936,0.124,0.402,2.17E-18,unc-13-4A,2,2
1.71E-22,-0.378854223,0.162,0.467,2.37E-18,dikar,2,2
2.12E-22,-0.543465471,0.067,0.302,2.93E-18,lncRNA:CR44024,2,2
2.37E-22,-0.907161489,0.097,0.34,3.28E-18,Eip93F,2,2
2.94E-22,-0.591890954,0.052,0.273,4.07E-18,CG14024,2,2
3.11E-22,-0.421695978,0.076,0.317,4.30E-18,NAT1,2,2
3.31E-22,-0.367053264,0.09,0.341,4.58E-18,Pka-R1,2,2
4.01E-22,-0.827856399,0.049,0.267,5.55E-18,CG10543,2,2
4.38E-22,-0.414752242,0.076,0.316,6.06E-18,raskol,2,2
4.85E-22,-0.504886973,0.245,0.573,6.70E-18,CG31221,2,2
5.34E-22,-0.280970297,0.236,0.589,7.38E-18,14-3-3zeta,2,2
9.00E-22,-0.384730679,0.067,0.298,1.24E-17,RhoGAP71E,2,2
1.18E-21,-0.487469228,0.225,0.549,1.63E-17,Pka-C1,2,2
1.76E-21,-0.412275064,0.076,0.312,2.43E-17,mAChR-A,2,2
2.10E-21,-0.325978305,0.088,0.331,2.90E-17,CG14762,2,2
2.94E-21,-0.309906994,0.258,0.621,4.06E-17,Thd1,2,2
4.10E-21,-0.396972439,0.142,0.415,5.67E-17,hig,2,2
7.10E-21,-0.262744328,0.121,0.386,9.81E-17,Gdap2,2,2
7.51E-21,-0.360336693,0.085,0.323,1.04E-16,CG15894,2,2
8.74E-21,-0.713260371,0.07,0.289,1.21E-16,Elk,2,2
9.02E-21,-0.517678254,0.07,0.293,1.25E-16,cno,2,2
1.02E-20,-0.385212397,0.263,0.595,1.41E-16,Fife,2,2
1.04E-20,-0.287945426,0.11,0.365,1.43E-16,Evi5,2,2
1.30E-20,-0.261635292,0.076,0.306,1.80E-16,OtopLc,2,2
1.31E-20,-0.367002117,0.067,0.289,1.80E-16,C3G,2,2
1.63E-20,-0.699568555,0.031,0.224,2.26E-16,Akap200,2,2
1.90E-20,-0.465352498,0.121,0.378,2.63E-16,Patronin,2,2
2.18E-20,-0.339879936,0.196,0.503,3.01E-16,CG43347,2,2
2.19E-20,-0.300570712,0.238,0.563,3.03E-16,CG2269,2,2
2.23E-20,-0.442691427,0.218,0.542,3.08E-16,ctrip,2,2
2.62E-20,-0.293093769,0.106,0.354,3.62E-16,Cip4,2,2
2.63E-20,-0.261224008,0.07,0.292,3.64E-16,na,2,2
3.17E-20,-1.331371821,0.083,0.293,4.38E-16,CG14989,2,2
3.19E-20,-0.470766948,0.07,0.289,4.41E-16,REPTOR,2,2
3.55E-20,-0.531468445,0.054,0.261,4.90E-16,CG13375,2,2
4.69E-20,-0.463494546,0.061,0.272,6.48E-16,pico,2,2
4.80E-20,-0.375134166,0.052,0.257,6.63E-16,Cka,2,2
